given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
moleskin,gos-sip-y,gos-sipy,1,3,2
homologous,gos-sip-y,gos-sipy,1,3,2
venue,gos-sip-y,gos-sipy,1,3,2
glower,gos-sip-y,gos-sipy,1,3,2
dateline,gos-sip-y,gos-sipy,1,3,2
eucalyptus,gos-sip-y,gos-sipy,1,3,2
cabin,gos-sip-y,gos-sipy,1,3,2
saturation,gos-sip-y,gos-sipy,1,3,2
mounted,gos-sip-y,gos-sipy,1,3,2
outfox,gos-sip-y,gos-sipy,1,3,2
canard,gos-sip-y,gos-sipy,1,3,2
simple,gos-sip-y,gos-sipy,1,3,2
pelmet,gos-sip-y,gos-sipy,1,3,2
breach,gos-sip-y,gos-sipy,1,3,2
toad,gos-sip-y,gos-sipy,1,3,2
automatically,gos-sip-y,gos-sipy,1,3,2
lantern,gos-sip-y,gos-sipy,1,3,2
unsupportable,gos-sip-y,gos-sipy,1,3,2
buzzer,gos-sip-y,gos-sipy,1,3,2
faggot,gos-sip-y,gos-sipy,1,3,2
mincing,gos-sip-y,gos-sipy,1,3,2
stumbling,gos-sip-y,gos-sipy,1,3,2
splendidly,gos-sip-y,gos-sipy,1,3,2
bindweed,gos-sip-y,gos-sipy,1,3,2
priest,gos-sip-y,gos-sipy,1,3,2
corpus,gos-sip-y,gos-sipy,1,3,2
protracted,gos-sip-y,gos-sipy,1,3,2
trite,gos-sip-y,gos-sipy,1,3,2
apian,gos-sip-y,gos-sipy,1,3,2
isotope,gos-sip-y,gos-sipy,1,3,2
downhearted,gos-sip-y,gos-sipy,1,3,2
commodore,gos-sip-y,gos-sipy,1,3,2
glazed,gos-sip-y,gos-sipy,1,3,2
bat,gos-sip-y,gos-sipy,1,3,2
ripe,gos-sip-y,gos-sipy,1,3,2
mime,gos-sip-y,gos-sipy,1,3,2
margate,gos-sip-y,gos-sipy,1,3,2
trespass,gos-sip-y,gos-sipy,1,3,2
episcopal,gos-sip-y,gos-sipy,1,3,2
softball,gos-sip-y,gos-sipy,1,3,2
ominously,gos-sip-y,gos-sipy,1,3,2
pirated,gos-sip-y,gos-sipy,1,3,2
roadway,gos-sip-y,gos-sipy,1,3,2
humidifier,gos-sip-y,gos-sipy,1,3,2
celebrate,gos-sip-y,gos-sipy,1,3,2
vivacity,gos-sip-y,gos-sipy,1,3,2
pizza,gos-sip-y,gos-sipy,1,3,2
sergeant,gos-sip-y,gos-sipy,1,3,2
portent,gos-sip-y,gos-sipy,1,3,2
proboscis,gos-sip-y,gos-sipy,1,3,2
bell,gos-sip-y,gos-sipy,1,3,2
pouffe,gos-sip-y,gos-sipy,1,3,2
defrost,gos-sip-y,gos-sipy,1,3,2
gutter,gos-sip-y,gos-sipy,1,3,2
etc.,gos-sip-y,gos-sipy,1,3,2
lank,gos-sip-y,gos-sipy,1,3,2
setup,gos-sip-y,gos-sipy,1,3,2
youth,gos-sip-y,gos-sipy,1,3,2
nail,gos-sip-y,gos-sipy,1,3,2
copious,gos-sip-y,gos-sipy,1,3,2
ergot,gos-sip-y,gos-sipy,1,3,2
crutch,gos-sip-y,gos-sipy,1,3,2
wolfish,gos-sip-y,gos-sipy,1,3,2
spotty,gos-sip-y,gos-sipy,1,3,2
howdy,gos-sip-y,gos-sipy,1,3,2
constriction,gos-sip-y,gos-sipy,1,3,2
blustering,gos-sip-y,gos-sipy,1,3,2
falsity,gos-sip-y,gos-sipy,1,3,2
suet,gos-sip-y,gos-sipy,1,3,2
immune,gos-sip-y,gos-sipy,1,3,2
rookery,gos-sip-y,gos-sipy,1,3,2
uncleanly,gos-sip-y,gos-sipy,1,3,2
sheen,gos-sip-y,gos-sipy,1,3,2
viewing,gos-sip-y,gos-sipy,1,3,2
granted,gos-sip-y,gos-sipy,1,3,2
synonym,gos-sip-y,gos-sipy,1,3,2
vaccination,gos-sip-y,gos-sipy,1,3,2
intensively,gos-sip-y,gos-sipy,1,3,2
horn,gos-sip-y,gos-sipy,1,3,2
proactive,gos-sip-y,gos-sipy,1,3,2
reshape,gos-sip-y,gos-sipy,1,3,2
few,gos-sip-y,gos-sipy,1,3,2
camber,gos-sip-y,gos-sipy,1,3,2
gracefully,gos-sip-y,gos-sipy,1,3,2
trifling,gos-sip-y,gos-sipy,1,3,2
conceal,gos-sip-y,gos-sipy,1,3,2
parquet,gos-sip-y,gos-sipy,1,3,2
alongside,gos-sip-y,gos-sipy,1,3,2
testimonial,gos-sip-y,gos-sipy,1,3,2
deck,gos-sip-y,gos-sipy,1,3,2
asp,gos-sip-y,gos-sipy,1,3,2
inlet,gos-sip-y,gos-sipy,1,3,2
formulate,gos-sip-y,gos-sipy,1,3,2
underestimate,gos-sip-y,gos-sipy,1,3,2
nobleman,gos-sip-y,gos-sipy,1,3,2
hitherto,gos-sip-y,gos-sipy,1,3,2
glottal,gos-sip-y,gos-sipy,1,3,2
superannuation,gos-sip-y,gos-sipy,1,3,2
thy,gos-sip-y,gos-sipy,1,3,2
assailant,gos-sip-y,gos-sipy,1,3,2
bearable,gos-sip-y,gos-sipy,1,3,2
offensive,gos-sip-y,gos-sipy,1,3,2
idealism,gos-sip-y,gos-sipy,1,3,2
nigh,gos-sip-y,gos-sipy,1,3,2
authentication,gos-sip-y,gos-sipy,1,3,2
concave,gos-sip-y,gos-sipy,1,3,2
jail,gos-sip-y,gos-sipy,1,3,2
freehold,gos-sip-y,gos-sipy,1,3,2
aorta,gos-sip-y,gos-sipy,1,3,2
peppery,gos-sip-y,gos-sipy,1,3,2
perigee,gos-sip-y,gos-sipy,1,3,2
haulage,gos-sip-y,gos-sipy,1,3,2
pancreas,gos-sip-y,gos-sipy,1,3,2
chaperone,gos-sip-y,gos-sipy,1,3,2
seepage,gos-sip-y,gos-sipy,1,3,2
palatine,gos-sip-y,gos-sipy,1,3,2
verifiable,gos-sip-y,gos-sipy,1,3,2
flaxen,gos-sip-y,gos-sipy,1,3,2
footage,gos-sip-y,gos-sipy,1,3,2
cornice,gos-sip-y,gos-sipy,1,3,2
debar,gos-sip-y,gos-sipy,1,3,2
fife,gos-sip-y,gos-sipy,1,3,2
rifle,gos-sip-y,gos-sipy,1,3,2
bloodthirsty,gos-sip-y,gos-sipy,1,3,2
exercise,gos-sip-y,gos-sipy,1,3,2
fortitude,gos-sip-y,gos-sipy,1,3,2
ensue,gos-sip-y,gos-sipy,1,3,2
rosin,gos-sip-y,gos-sipy,1,3,2
wrecked,gos-sip-y,gos-sipy,1,3,2
cavernous,gos-sip-y,gos-sipy,1,3,2
trudge,gos-sip-y,gos-sipy,1,3,2
overstaffed,gos-sip-y,gos-sipy,1,3,2
transaction,gos-sip-y,gos-sipy,1,3,2
motorist,gos-sip-y,gos-sipy,1,3,2
loft,gos-sip-y,gos-sipy,1,3,2
decaffeinate,gos-sip-y,gos-sipy,1,3,2
undefined,gos-sip-y,gos-sipy,1,3,2
undereducated,gos-sip-y,gos-sipy,1,3,2
folkish,gos-sip-y,gos-sipy,1,3,2
sidereal,gos-sip-y,gos-sipy,1,3,2
panga,gos-sip-y,gos-sipy,1,3,2
tonga,gos-sip-y,gos-sipy,1,3,2
boulevard,gos-sip-y,gos-sipy,1,3,2
sputter,gos-sip-y,gos-sipy,1,3,2
synchronous,gos-sip-y,gos-sipy,1,3,2
laburnum,gos-sip-y,gos-sipy,1,3,2
holiday,gos-sip-y,gos-sipy,1,3,2
thug,gos-sip-y,gos-sipy,1,3,2
satirical,gos-sip-y,gos-sipy,1,3,2
prattle,gos-sip-y,gos-sipy,1,3,2
nauseate,gos-sip-y,gos-sipy,1,3,2
overtly,gos-sip-y,gos-sipy,1,3,2
duplicitous,gos-sip-y,gos-sipy,1,3,2
unfamiliarity,gos-sip-y,gos-sipy,1,3,2
unissued,gos-sip-y,gos-sipy,1,3,2
substrate,gos-sip-y,gos-sipy,1,3,2
intrusive,gos-sip-y,gos-sipy,1,3,2
drugged,gos-sip-y,gos-sipy,1,3,2
body,gos-sip-y,gos-sipy,1,3,2
cold,gos-sip-y,gos-sipy,1,3,2
preordained,gos-sip-y,gos-sipy,1,3,2
cackle,gos-sip-y,gos-sipy,1,3,2
renown,gos-sip-y,gos-sipy,1,3,2
whipped,gos-sip-y,gos-sipy,1,3,2
gain,gos-sip-y,gos-sipy,1,3,2
liberator,gos-sip-y,gos-sipy,1,3,2
polo,gos-sip-y,gos-sipy,1,3,2
there,gos-sip-y,gos-sipy,1,3,2
pursuer,gos-sip-y,gos-sipy,1,3,2
symbolic,gos-sip-y,gos-sipy,1,3,2
upwind,gos-sip-y,gos-sipy,1,3,2
provide,gos-sip-y,gos-sipy,1,3,2
belying,gos-sip-y,gos-sipy,1,3,2
without,gos-sip-y,gos-sipy,1,3,2
heedless,gos-sip-y,gos-sipy,1,3,2
dryly,gos-sip-y,gos-sipy,1,3,2
fecund,gos-sip-y,gos-sipy,1,3,2
petroleum,gos-sip-y,gos-sipy,1,3,2
chiseled,gos-sip-y,gos-sipy,1,3,2
mulberry,gos-sip-y,gos-sipy,1,3,2
rheumatic,gos-sip-y,gos-sipy,1,3,2
calm,gos-sip-y,gos-sipy,1,3,2
transfer,gos-sip-y,gos-sipy,1,3,2
ford,gos-sip-y,gos-sipy,1,3,2
employable,gos-sip-y,gos-sipy,1,3,2
skillet,gos-sip-y,gos-sipy,1,3,2
always,gos-sip-y,gos-sipy,1,3,2
chick,gos-sip-y,gos-sipy,1,3,2
unreserved,gos-sip-y,gos-sipy,1,3,2
impropriety,gos-sip-y,gos-sipy,1,3,2
yearling,gos-sip-y,gos-sipy,1,3,2
emerge,gos-sip-y,gos-sipy,1,3,2
bedtime,gos-sip-y,gos-sipy,1,3,2
racketeering,gos-sip-y,gos-sipy,1,3,2
entitle,gos-sip-y,gos-sipy,1,3,2
babes,gos-sip-y,gos-sipy,1,3,2
dale,gos-sip-y,gos-sipy,1,3,2
hateful,gos-sip-y,gos-sipy,1,3,2
regalia,gos-sip-y,gos-sipy,1,3,2
sober,gos-sip-y,gos-sipy,1,3,2
cardioid,gos-sip-y,gos-sipy,1,3,2
girdle,gos-sip-y,gos-sipy,1,3,2
underbelly,gos-sip-y,gos-sipy,1,3,2
deceit,gos-sip-y,gos-sipy,1,3,2
elliptic,gos-sip-y,gos-sipy,1,3,2
reverberation,gos-sip-y,gos-sipy,1,3,2
showy,gos-sip-y,gos-sipy,1,3,2
sanctuary,gos-sip-y,gos-sipy,1,3,2
datable,gos-sip-y,gos-sipy,1,3,2
providence,gos-sip-y,gos-sipy,1,3,2
shepherdess,gos-sip-y,gos-sipy,1,3,2
submit,gos-sip-y,gos-sipy,1,3,2
wistful,gos-sip-y,gos-sipy,1,3,2
repulse,gos-sip-y,gos-sipy,1,3,2
commando,gos-sip-y,gos-sipy,1,3,2
walkover,gos-sip-y,gos-sipy,1,3,2
plaintiff,gos-sip-y,gos-sipy,1,3,2
unexpired,gos-sip-y,gos-sipy,1,3,2
orthorhombic,gos-sip-y,gos-sipy,1,3,2
lumpen,gos-sip-y,gos-sipy,1,3,2
linesman,gos-sip-y,gos-sipy,1,3,2
unpremeditated,gos-sip-y,gos-sipy,1,3,2
footstep,gos-sip-y,gos-sipy,1,3,2
quagmire,gos-sip-y,gos-sipy,1,3,2
futility,gos-sip-y,gos-sipy,1,3,2
silting,gos-sip-y,gos-sipy,1,3,2
interventionist,gos-sip-y,gos-sipy,1,3,2
loose,gos-sip-y,gos-sipy,1,3,2
hostile,gos-sip-y,gos-sipy,1,3,2
immensity,gos-sip-y,gos-sipy,1,3,2
rebellion,gos-sip-y,gos-sipy,1,3,2
woodwork,gos-sip-y,gos-sipy,1,3,2
largely,gos-sip-y,gos-sipy,1,3,2
genuineness,gos-sip-y,gos-sipy,1,3,2
ambition,gos-sip-y,gos-sipy,1,3,2
douse,gos-sip-y,gos-sipy,1,3,2
friar,gos-sip-y,gos-sipy,1,3,2
abandoned,gos-sip-y,gos-sipy,1,3,2
boldness,gos-sip-y,gos-sipy,1,3,2
triptych,gos-sip-y,gos-sipy,1,3,2
cookware,gos-sip-y,gos-sipy,1,3,2
assault,gos-sip-y,gos-sipy,1,3,2
mournful,gos-sip-y,gos-sipy,1,3,2
temporary,gos-sip-y,gos-sipy,1,3,2
ramrod,gos-sip-y,gos-sipy,1,3,2
decapod,gos-sip-y,gos-sipy,1,3,2
widespread,gos-sip-y,gos-sipy,1,3,2
oscillate,gos-sip-y,gos-sipy,1,3,2
steadfast,gos-sip-y,gos-sipy,1,3,2
cultural,gos-sip-y,gos-sipy,1,3,2
eaves,gos-sip-y,gos-sipy,1,3,2
braised,gos-sip-y,gos-sipy,1,3,2
dregs,gos-sip-y,gos-sipy,1,3,2
derailment,gos-sip-y,gos-sipy,1,3,2
speechless,gos-sip-y,gos-sipy,1,3,2
surpass,gos-sip-y,gos-sipy,1,3,2
whacker,gos-sip-y,gos-sipy,1,3,2
meek,gos-sip-y,gos-sipy,1,3,2
dassie,gos-sip-y,gos-sipy,1,3,2
biochemist,gos-sip-y,gos-sipy,1,3,2
phonology,gos-sip-y,gos-sipy,1,3,2
unruffled,gos-sip-y,gos-sipy,1,3,2
elaborately,gos-sip-y,gos-sipy,1,3,2
gratuitous,gos-sip-y,gos-sipy,1,3,2
unpleasing,gos-sip-y,gos-sipy,1,3,2
arbitrarily,gos-sip-y,gos-sipy,1,3,2
intrinsically,gos-sip-y,gos-sipy,1,3,2
bus,gos-sip-y,gos-sipy,1,3,2
ability,gos-sip-y,gos-sipy,1,3,2
epitaxy,gos-sip-y,gos-sipy,1,3,2
meow,gos-sip-y,gos-sipy,1,3,2
enticing,gos-sip-y,gos-sipy,1,3,2
apple,gos-sip-y,gos-sipy,1,3,2
blatant,gos-sip-y,gos-sipy,1,3,2
blindly,gos-sip-y,gos-sipy,1,3,2
genitalia,gos-sip-y,gos-sipy,1,3,2
convergent,gos-sip-y,gos-sipy,1,3,2
trident,gos-sip-y,gos-sipy,1,3,2
minus,gos-sip-y,gos-sipy,1,3,2
comforting,gos-sip-y,gos-sipy,1,3,2
chamomile,gos-sip-y,gos-sipy,1,3,2
raj,gos-sip-y,gos-sipy,1,3,2
preview,gos-sip-y,gos-sipy,1,3,2
voyeurism,gos-sip-y,gos-sipy,1,3,2
kilowatt,gos-sip-y,gos-sipy,1,3,2
once,gos-sip-y,gos-sipy,1,3,2
relapse,gos-sip-y,gos-sipy,1,3,2
buggy,gos-sip-y,gos-sipy,1,3,2
prudence,gos-sip-y,gos-sipy,1,3,2
fugitive,gos-sip-y,gos-sipy,1,3,2
swear,gos-sip-y,gos-sipy,1,3,2
gaud,gos-sip-y,gos-sipy,1,3,2
extraction,gos-sip-y,gos-sipy,1,3,2
fresco,gos-sip-y,gos-sipy,1,3,2
predispose,gos-sip-y,gos-sipy,1,3,2
rickety,gos-sip-y,gos-sipy,1,3,2
incompressible,gos-sip-y,gos-sipy,1,3,2
proposition,gos-sip-y,gos-sipy,1,3,2
trimming,gos-sip-y,gos-sipy,1,3,2
requisite,gos-sip-y,gos-sipy,1,3,2
telegraph,gos-sip-y,gos-sipy,1,3,2
tenuous,gos-sip-y,gos-sipy,1,3,2
disreputable,gos-sip-y,gos-sipy,1,3,2
confederate,gos-sip-y,gos-sipy,1,3,2
integrative,gos-sip-y,gos-sipy,1,3,2
fabulously,gos-sip-y,gos-sipy,1,3,2
relaxation,gos-sip-y,gos-sipy,1,3,2
timbered,gos-sip-y,gos-sipy,1,3,2
cashier,gos-sip-y,gos-sipy,1,3,2
elope,gos-sip-y,gos-sipy,1,3,2
kingly,gos-sip-y,gos-sipy,1,3,2
poet,gos-sip-y,gos-sipy,1,3,2
armada,gos-sip-y,gos-sipy,1,3,2
reticent,gos-sip-y,gos-sipy,1,3,2
archipelago,gos-sip-y,gos-sipy,1,3,2
lodestar,gos-sip-y,gos-sipy,1,3,2
sniffing,gos-sip-y,gos-sipy,1,3,2
journalistic,gos-sip-y,gos-sipy,1,3,2
consignment,gos-sip-y,gos-sipy,1,3,2
contraceptive,gos-sip-y,gos-sipy,1,3,2
underwood,gos-sip-y,gos-sipy,1,3,2
troy,gos-sip-y,gos-sipy,1,3,2
quantitatively,gos-sip-y,gos-sipy,1,3,2
payload,gos-sip-y,gos-sipy,1,3,2
enslave,gos-sip-y,gos-sipy,1,3,2
fetid,gos-sip-y,gos-sipy,1,3,2
backstairs,gos-sip-y,gos-sipy,1,3,2
stain,gos-sip-y,gos-sipy,1,3,2
courageously,gos-sip-y,gos-sipy,1,3,2
reproducible,gos-sip-y,gos-sipy,1,3,2
serene,gos-sip-y,gos-sipy,1,3,2
master,gos-sip-y,gos-sipy,1,3,2
curry,gos-sip-y,gos-sipy,1,3,2
digestible,gos-sip-y,gos-sipy,1,3,2
approval,gos-sip-y,gos-sipy,1,3,2
relocate,gos-sip-y,gos-sipy,1,3,2
underwear,gos-sip-y,gos-sipy,1,3,2
incident,gos-sip-y,gos-sipy,1,3,2
woke,gos-sip-y,gos-sipy,1,3,2
apparatus,gos-sip-y,gos-sipy,1,3,2
cantor,gos-sip-y,gos-sipy,1,3,2
electable,gos-sip-y,gos-sipy,1,3,2
grudgingly,gos-sip-y,gos-sipy,1,3,2
psychopath,gos-sip-y,gos-sipy,1,3,2
marriageable,gos-sip-y,gos-sipy,1,3,2
urethra,gos-sip-y,gos-sipy,1,3,2
crabby,gos-sip-y,gos-sipy,1,3,2
tariff,gos-sip-y,gos-sipy,1,3,2
semi,gos-sip-y,gos-sipy,1,3,2
falsely,gos-sip-y,gos-sipy,1,3,2
destruct,gos-sip-y,gos-sipy,1,3,2
diabolism,gos-sip-y,gos-sipy,1,3,2
fruit,gos-sip-y,gos-sipy,1,3,2
sadistic,gos-sip-y,gos-sipy,1,3,2
tumulus,gos-sip-y,gos-sipy,1,3,2
dumbfound,gos-sip-y,gos-sipy,1,3,2
grandparent,gos-sip-y,gos-sipy,1,3,2
tourism,gos-sip-y,gos-sipy,1,3,2
inflate,gos-sip-y,gos-sipy,1,3,2
eavesdrop,gos-sip-y,gos-sipy,1,3,2
stocking,gos-sip-y,gos-sipy,1,3,2
responsibly,gos-sip-y,gos-sipy,1,3,2
respiratory,gos-sip-y,gos-sipy,1,3,2
usability,gos-sip-y,gos-sipy,1,3,2
snakeskin,gos-sip-y,gos-sipy,1,3,2
temper,gos-sip-y,gos-sipy,1,3,2
unleavened,gos-sip-y,gos-sipy,1,3,2
windsock,gos-sip-y,gos-sipy,1,3,2
sagacious,gos-sip-y,gos-sipy,1,3,2
prescribe,gos-sip-y,gos-sipy,1,3,2
synod,gos-sip-y,gos-sipy,1,3,2
cunningly,gos-sip-y,gos-sipy,1,3,2
unblinking,gos-sip-y,gos-sipy,1,3,2
manslaughter,gos-sip-y,gos-sipy,1,3,2
driveway,gos-sip-y,gos-sipy,1,3,2
sawdust,gos-sip-y,gos-sipy,1,3,2
vulpine,gos-sip-y,gos-sipy,1,3,2
lightening,gos-sip-y,gos-sipy,1,3,2
further,gos-sip-y,gos-sipy,1,3,2
gash,gos-sip-y,gos-sipy,1,3,2
residual,gos-sip-y,gos-sipy,1,3,2
retiring,gos-sip-y,gos-sipy,1,3,2
jittery,gos-sip-y,gos-sipy,1,3,2
synapse,gos-sip-y,gos-sipy,1,3,2
audacious,gos-sip-y,gos-sipy,1,3,2
lorry,gos-sip-y,gos-sipy,1,3,2
presently,gos-sip-y,gos-sipy,1,3,2
stewardess,gos-sip-y,gos-sipy,1,3,2
powdery,gos-sip-y,gos-sipy,1,3,2
unobtrusive,gos-sip-y,gos-sipy,1,3,2
sanity,gos-sip-y,gos-sipy,1,3,2
factional,gos-sip-y,gos-sipy,1,3,2
parenthesis,gos-sip-y,gos-sipy,1,3,2
slosh,gos-sip-y,gos-sipy,1,3,2
saxophonist,gos-sip-y,gos-sipy,1,3,2
genus,gos-sip-y,gos-sipy,1,3,2
vastness,gos-sip-y,gos-sipy,1,3,2
whimsy,gos-sip-y,gos-sipy,1,3,2
insignificant,gos-sip-y,gos-sipy,1,3,2
rumen,gos-sip-y,gos-sipy,1,3,2
earnest,gos-sip-y,gos-sipy,1,3,2
unhurt,gos-sip-y,gos-sipy,1,3,2
usurious,gos-sip-y,gos-sipy,1,3,2
delta,gos-sip-y,gos-sipy,1,3,2
full,gos-sip-y,gos-sipy,1,3,2
suffragist,gos-sip-y,gos-sipy,1,3,2
successor,gos-sip-y,gos-sipy,1,3,2
keeper,gos-sip-y,gos-sipy,1,3,2
forensic,gos-sip-y,gos-sipy,1,3,2
dogged,gos-sip-y,gos-sipy,1,3,2
lur,gos-sip-y,gos-sipy,1,3,2
suffrage,gos-sip-y,gos-sipy,1,3,2
cockcrow,gos-sip-y,gos-sipy,1,3,2
port,gos-sip-y,gos-sipy,1,3,2
damnable,gos-sip-y,gos-sipy,1,3,2
congenital,gos-sip-y,gos-sipy,1,3,2
planter,gos-sip-y,gos-sipy,1,3,2
lazy,gos-sip-y,gos-sipy,1,3,2
intellectual,gos-sip-y,gos-sipy,1,3,2
unmatched,gos-sip-y,gos-sipy,1,3,2
crevice,gos-sip-y,gos-sipy,1,3,2
splashy,gos-sip-y,gos-sipy,1,3,2
instinctive,gos-sip-y,gos-sipy,1,3,2
gaggle,gos-sip-y,gos-sipy,1,3,2
plummet,gos-sip-y,gos-sipy,1,3,2
headquarters,gos-sip-y,gos-sipy,1,3,2
redraw,gos-sip-y,gos-sipy,1,3,2
steeplechase,gos-sip-y,gos-sipy,1,3,2
unreached,gos-sip-y,gos-sipy,1,3,2
functionally,gos-sip-y,gos-sipy,1,3,2
belittle,gos-sip-y,gos-sipy,1,3,2
barbiturate,gos-sip-y,gos-sipy,1,3,2
arrogantly,gos-sip-y,gos-sipy,1,3,2
talkative,gos-sip-y,gos-sipy,1,3,2
sleaze,gos-sip-y,gos-sipy,1,3,2
fortnight,gos-sip-y,gos-sipy,1,3,2
confrontational,gos-sip-y,gos-sipy,1,3,2
preamble,gos-sip-y,gos-sipy,1,3,2
suspect,gos-sip-y,gos-sipy,1,3,2
pancake,gos-sip-y,gos-sipy,1,3,2
hype,gos-sip-y,gos-sipy,1,3,2
auspicious,gos-sip-y,gos-sipy,1,3,2
cole,gos-sip-y,gos-sipy,1,3,2
stoat,gos-sip-y,gos-sipy,1,3,2
unobtrusively,gos-sip-y,gos-sipy,1,3,2
dimension,gos-sip-y,gos-sipy,1,3,2
peaceable,gos-sip-y,gos-sipy,1,3,2
unconstrained,gos-sip-y,gos-sipy,1,3,2
etymology,gos-sip-y,gos-sipy,1,3,2
chloride,gos-sip-y,gos-sipy,1,3,2
atom,gos-sip-y,gos-sipy,1,3,2
chisel,gos-sip-y,gos-sipy,1,3,2
rambler,gos-sip-y,gos-sipy,1,3,2
deify,gos-sip-y,gos-sipy,1,3,2
plywood,gos-sip-y,gos-sipy,1,3,2
stock,gos-sip-y,gos-sipy,1,3,2
raster,gos-sip-y,gos-sipy,1,3,2
slice,gos-sip-y,gos-sipy,1,3,2
herself,gos-sip-y,gos-sipy,1,3,2
weepy,gos-sip-y,gos-sipy,1,3,2
verdure,gos-sip-y,gos-sipy,1,3,2
incinerator,gos-sip-y,gos-sipy,1,3,2
bog,gos-sip-y,gos-sipy,1,3,2
conserve,gos-sip-y,gos-sipy,1,3,2
smut,gos-sip-y,gos-sipy,1,3,2
dropper,gos-sip-y,gos-sipy,1,3,2
pharmacological,gos-sip-y,gos-sipy,1,3,2
barker,gos-sip-y,gos-sipy,1,3,2
liturgical,gos-sip-y,gos-sipy,1,3,2
gasket,gos-sip-y,gos-sipy,1,3,2
spear,gos-sip-y,gos-sipy,1,3,2
cassava,gos-sip-y,gos-sipy,1,3,2
transgression,gos-sip-y,gos-sipy,1,3,2
beauteous,gos-sip-y,gos-sipy,1,3,2
quadrangle,gos-sip-y,gos-sipy,1,3,2
goalless,gos-sip-y,gos-sipy,1,3,2
gelatinous,gos-sip-y,gos-sipy,1,3,2
stability,gos-sip-y,gos-sipy,1,3,2
centralist,gos-sip-y,gos-sipy,1,3,2
creamer,gos-sip-y,gos-sipy,1,3,2
zeta,gos-sip-y,gos-sipy,1,3,2
sifting,gos-sip-y,gos-sipy,1,3,2
outbuilding,gos-sip-y,gos-sipy,1,3,2
name,gos-sip-y,gos-sipy,1,3,2
prosecution,gos-sip-y,gos-sipy,1,3,2
credence,gos-sip-y,gos-sipy,1,3,2
firepower,gos-sip-y,gos-sipy,1,3,2
dissociation,gos-sip-y,gos-sipy,1,3,2
bend,gos-sip-y,gos-sipy,1,3,2
mammy,gos-sip-y,gos-sipy,1,3,2
hole,gos-sip-y,gos-sipy,1,3,2
badger,gos-sip-y,gos-sipy,1,3,2
hydride,gos-sip-y,gos-sipy,1,3,2
oleander,gos-sip-y,gos-sipy,1,3,2
guardroom,gos-sip-y,gos-sipy,1,3,2
junket,gos-sip-y,gos-sipy,1,3,2
country,gos-sip-y,gos-sipy,1,3,2
legendary,gos-sip-y,gos-sipy,1,3,2
giblets,gos-sip-y,gos-sipy,1,3,2
farrago,gos-sip-y,gos-sipy,1,3,2
washbasin,gos-sip-y,gos-sipy,1,3,2
gymnastics,gos-sip-y,gos-sipy,1,3,2
negligent,gos-sip-y,gos-sipy,1,3,2
nominal,gos-sip-y,gos-sipy,1,3,2
starkly,gos-sip-y,gos-sipy,1,3,2
disclaimer,gos-sip-y,gos-sipy,1,3,2
congealed,gos-sip-y,gos-sipy,1,3,2
unmistakably,gos-sip-y,gos-sipy,1,3,2
glare,gos-sip-y,gos-sipy,1,3,2
presto,gos-sip-y,gos-sipy,1,3,2
hotness,gos-sip-y,gos-sipy,1,3,2
diplomatically,gos-sip-y,gos-sipy,1,3,2
despot,gos-sip-y,gos-sipy,1,3,2
reflect,gos-sip-y,gos-sipy,1,3,2
dictate,gos-sip-y,gos-sipy,1,3,2
tweed,gos-sip-y,gos-sipy,1,3,2
cuboid,gos-sip-y,gos-sipy,1,3,2
prejudice,gos-sip-y,gos-sipy,1,3,2
dote,gos-sip-y,gos-sipy,1,3,2
butler,gos-sip-y,gos-sipy,1,3,2
doer,gos-sip-y,gos-sipy,1,3,2
embody,gos-sip-y,gos-sipy,1,3,2
unloved,gos-sip-y,gos-sipy,1,3,2
outwit,gos-sip-y,gos-sipy,1,3,2
oppressed,gos-sip-y,gos-sipy,1,3,2
preconceived,gos-sip-y,gos-sipy,1,3,2
encampment,gos-sip-y,gos-sipy,1,3,2
vociferous,gos-sip-y,gos-sipy,1,3,2
careworn,gos-sip-y,gos-sipy,1,3,2
context,gos-sip-y,gos-sipy,1,3,2
bloodworm,gos-sip-y,gos-sipy,1,3,2
homesick,gos-sip-y,gos-sipy,1,3,2
pageboy,gos-sip-y,gos-sipy,1,3,2
whitewashed,gos-sip-y,gos-sipy,1,3,2
brimstone,gos-sip-y,gos-sipy,1,3,2
cricketer,gos-sip-y,gos-sipy,1,3,2
debut,gos-sip-y,gos-sipy,1,3,2
inscription,gos-sip-y,gos-sipy,1,3,2
empathetic,gos-sip-y,gos-sipy,1,3,2
campaign,gos-sip-y,gos-sipy,1,3,2
vista,gos-sip-y,gos-sipy,1,3,2
creep,gos-sip-y,gos-sipy,1,3,2
brandish,gos-sip-y,gos-sipy,1,3,2
unweaned,gos-sip-y,gos-sipy,1,3,2
object,gos-sip-y,gos-sipy,1,3,2
mendacious,gos-sip-y,gos-sipy,1,3,2
berate,gos-sip-y,gos-sipy,1,3,2
diaconal,gos-sip-y,gos-sipy,1,3,2
standpoint,gos-sip-y,gos-sipy,1,3,2
keel,gos-sip-y,gos-sipy,1,3,2
injured,gos-sip-y,gos-sipy,1,3,2
conniving,gos-sip-y,gos-sipy,1,3,2
metatarsal,gos-sip-y,gos-sipy,1,3,2
concoct,gos-sip-y,gos-sipy,1,3,2
done,gos-sip-y,gos-sipy,1,3,2
