word,ortho_syl,phon_syl,syl_count
Coca-Cola,Co-ca--Co-la,"koʊ.kə.koʊ.lə,4.0
Angolan,An-go-lan,æŋ.goʊ.lən,3.0
aviator,a-vi-a-tor,eɪ.vɪ.eɪ.təR,4.0
Caucasian,Cau-ca-sian,kɔɚ.keɪ.zjən,3.0
bogey,bo-gey,boʊ.gɪ,2.0
blow-by-blow,blow--by--blow,"bloʊ.baɪ.bloʊ,3.0
Chanticleer,Chan-ti-cleer,"tʃæn.tɪ.klɪɚR,3.0
appreciation,ap-pre-ci-a-tion,ə."pɹiː.ʃɪ.eɪ.ʃən,5.0
ablative,ab-la-tive,æb.lə.tɪv,3.0
abandon,a-ban-don,ə.bæn.dən,3.0
balderdash,bal-der-dash,bɔɚl.də.dæʃ,3.0
assemble,as-sem-ble,ə.sɛm.bəl,3.0
barely,bare-ly,bɛɚ.lɪ,2.0
come out in,come out in,"kʌm.aʊt.ɪn,3.0
chromosome,chro-mo-some,kɹoʊ.mə.soʊm,3.0
auditor,au-di-tor,ɔɚ.dɪ.təR,3.0
cattle grid,cat-tle grid,kæ.təl.gɹɪd,3.0
cerise,ce-rise,sə.ɹiːz,2.0
buffalo,buf-fa-lo,bʌ.fə.loʊ,3.0
cat-o'-nine-tails,cat--o'--nine--tails,"kæt.ə.naɪn.teɪlz,4.0
boohoo,boo-hoo,"buː.huː,2.0
arrack,ar-rack,æ.ɹək,2.0
absinth,ab-sinth,æb.sɪnθ,2.0
caboodle,ca-boo-dle,kə.buː.dəl,3.0
buyer,buy-er,baɪ.əR,2.0
bouzouki,bou-zou-ki,buː.zuː.kɪ,3.0
betel-nut,be-tel--nut,biː.təl.nʌt,3.0
cinchona,cin-cho-na,sɪŋ.koʊ.nə,3.0
come-on,come--on,kʌm.ɑn,2.0
bell-buoy,bell--buoy,bɛl.bɔɪ,2.0
backwater,back-wa-ter,bæk."wɔɚ.təR,3.0
appellant,ap-pel-lant,ə.pɛ.lənt,3.0
betrayal,be-tray-al,bɪ.tɹeɪ.əl,3.0
anchoress,an-cho-ress,æŋ.kə.ɹɪs,3.0
caricature,car-i-ca-ture,kæ.ɹɪ.kə."tjʊɚR,4.0
backroom,back-room,"bæk.ɹuːm,2.0
accordion,ac-cor-di-on,ə.kɔɚ.djən,3.0
actually,ac-tu-al-ly,æk.tʃʊɚ.lɪ,3.0
barelegged,bare-leg-ged,"bɛɚ.lɛgd,2.0
cabby,cab-by,kæ.bɪ,2.0
barracuda,bar-ra-cu-da,"bæ.ɹə.kuː.də,4.0
blowpipe,blow-pipe,bloʊ.paɪp,2.0
box off,box off,"bɑks.ɑf,2.0
bird of passage,bird of pas-sage,"bɚd.ɑv.pæ.sɪdʒ,4.0
Alsace,Al-sace,æl.sæs,2.0
appositely,ap-po-site-ly,æ.poʊ.zɪt.lɪ,4.0
baneful,bane-ful,beɪn.fʊl,2.0
cathedral,ca-the-dral,kə.θiː.dɹəl,3.0
calyx,ca-lyx,keɪ.lɪks,2.0
buttock,but-tock,bʌ.tək,2.0
anterior,an-te-ri-or,æn.tɪɚ.ɹɪɚR,3.0
biweekly,bi-week-ly,"baɪ.wiːk.lɪ,3.0
coed,co-ed,"koʊ.ɛd,2.0
caveman,cave-man,keɪv.mæn,2.0
boathouse,boat-house,boʊt.haʊs,2.0
coalscuttle,coal-scut-tle,koʊl."skʌ.təl,3.0
boom out,boom out,"buːm.aʊt,2.0
bustle,bus-tle,bʌ.səl,2.0
cheapjack,cheap-jack,tʃiːp.dʒæk,2.0
come along,come a-long,"kʌm.ə.lɑŋ,3.0
chairperson,chair-per-son,tʃɛɚ."pɚ.sən,3.0
blot out,blot out,"blɑt.aʊt,2.0
always,al-ways,ɔɚl.weɪz,2.0
alligator,al-li-ga-tor,æ.lɪ.geɪ.təR,4.0
chain-store,chain--store,tʃeɪn.stɔɚR,2.0
circulation,cir-cu-la-tion,"sɚ.kjʊ.leɪ.ʃən,4.0
calliope,cal-li-o-pe,kə.laɪ.ə.pɪ,4.0
assent,as-sent,ə.sɛnt,2.0
Belgian,Bel-gian,bɛl.dʒən,2.0
commensurate,com-men-su-rate,kə.mɛn.ʃə.ɹət,4.0
cater for,ca-ter for,keɪ.tə.fɔɚR,3.0
best man,best man,"bɛst.mæn,2.0
cable-length,ca-ble--length,keɪ.bəl.lɛŋθ,3.0
Colonel Blimp,Colo-nel Blimp,"kɚ.nəl.blɪmp,3.0
admissible,ad-mis-si-ble,əd.mɪ.sə.bəl,4.0
agility,a-gil-i-ty,ə.dʒɪ.lə.tɪ,4.0
cloverleaf,clo-ver-leaf,kloʊ.və."liːf,3.0
centime,cen-time,sɑn.tiːm,2.0
aggrandize,ag-gran-dize,ə.gɹæn.daɪz,3.0
battlements,bat-tle-ments,bæ.təl.mənts,3.0
adventitiously,ad-ven-ti-tious-ly,"æd.vɛn.tɪ.ʃəs.lɪ,5.0
aroma,a-ro-ma,ə.ɹoʊ.mə,3.0
accompany,ac-com-pa-ny,ə.kʌm.pə.nɪ,4.0
brim over,brim o-ver,"bɹɪm.oʊ.vəR,3.0
bandy,ban-dy,bæn.dɪ,2.0
bulkhead,bulk-head,bʌlk.hɛd,2.0
canal,ca-nal,kə.næl,2.0
butter,but-ter,bʌ.təR,2.0
abrasive,a-bra-sive,ə.bɹeɪ.sɪv,3.0
bloodless,blood-less,blʌd.lɪs,2.0
chamberpot,cham-ber-pot,tʃeɪm.bə.pɑt,3.0
bookwork,book-work,bʊk.wɚk,2.0
bandanna,ban-dan-na,bæn.dæ.nə,3.0
blindness,blind-ness,blaɪnd.nɪs,2.0
cetacean,ce-ta-cean,sɪ.teɪ.ʃjən,3.0
air-conditioned,air--con-di-tioned,ɛɚ.kən."dɪ.ʃənd,4.0
attraction,at-trac-tion,ə.tɹæk.ʃən,3.0
air mattress,air mat-tress,ɛɚ."mæ.tɹɪs,3.0
collector's piece,col-lec-tor's piece,kə.lɛk.təz.piːs,4.0
Automobile Association,Au-to-mo-bile As-so-ci-a-tion,ɔɚ.tə.moʊ.biːl.ə.soʊ.sɪ."eɪ.ʃən,9.0
bowl along,bowl a-long,"boʊl.ə.lɑŋ,3.0
blood-relation,blood--re-la-tion,blʌd.ɹɪ."leɪ.ʃən,4.0
basic,ba-sic,beɪ.sɪk,2.0
boil down to,boil down to,"bɔɪl.daʊn.tuː,3.0
bopeep,bo-peep,"boʊ.piːp,2.0
bowie knife,bow-ie knife,boʊ.ɪ.naɪf,3.0
Association Football,As-so-ci-a-tion Foot-ball,ə."soʊ.sɪ.eɪ.ʃən.fʊt.bɔɚl,7.0
committed,com-mit-ted,kə.mɪ.tɪd,3.0
cerise,ce-rise,sə.ɹiːz,2.0
black and tan,black and tan,"blæk.ænd.tæn,3.0
bring to,bring to,"bɹɪŋ.tuː,2.0
cheekbone,cheek-bone,tʃiːk.boʊn,2.0
buffet,buf-fet,bʌ.fɪt,2.0
bovver,bov-ver,bɑ.vəR,2.0
bang out,bang out,"bæŋ.aʊt,2.0
bollocks-up,bol-locks--up,bɑ.ləks.ʌp,3.0
cachou,ca-chou,kæ.ʃuː,2.0
catchup,catch-up,kæ.tʃəp,2.0
bring under,bring un-der,bɹɪŋ."ʌn.dəR,3.0
behindhand,be-hind-hand,bɪ.haɪnd.hænd,3.0
captive,cap-tive,kæp.tɪv,2.0
abstract,ab-stract,æb.stɹækt,2.0
brazier,bra-zier,bɹeɪ.zjəR,2.0
black hole,black hole,"blæk.hoʊl,2.0
appal,ap-pal,ə.pɔɚl,2.0
clotheshorse,clothes-horse,kloʊðz.hɔɚs,2.0
autumn,au-tumn,ɔɚ.təm,2.0
barefaced,bare-faced,bɛɚ.feɪst,2.0
avert,a-vert,ə.vɚt,2.0
antediluvian,an-te-di-lu-vi-an,"æn.tɪ.dɪ.luː.vjən,5.0
adman,ad-man,æd.mæn,2.0
bethink,be-think,bɪ.θɪŋk,2.0
cannon,can-non,kæ.nən,2.0
afford,af-ford,ə.fɔɚd,2.0
bugle,bu-gle,bjuː.gəl,2.0
chukker,chuk-ker,tʃʌ.kəR,2.0
cat-sleep,cat--sleep,kæt.sliːp,2.0
bladder,blad-der,blæ.dəR,2.0
acclimate,ac-cli-mate,æ.klɪ.meɪt,3.0
broadside,broad-side,bɹɔɚd.saɪd,2.0
chopper,chop-per,tʃɑ.pəR,2.0
black belt,black belt,"blæk.bɛlt,2.0
coerce,co-erce,koʊ.ɚs,2.0
blue chip,blue chip,"bluː.tʃɪp,2.0
button,but-ton,bʌ.tən,2.0
Christmas,Christ-mas,kɹɪs.məs,2.0
beeline,bee-line,biː.laɪn,2.0
Behemoth,Be-he-moth,bɪ.hiː.mɑθ,3.0
asylum,a-sy-lum,ə.saɪ.ləm,3.0
bummer,bum-mer,bʌ.məR,2.0
broadcloth,broad-cloth,bɹɔɚd.klɑθ,2.0
causeway,cause-way,kɔɚz.weɪ,2.0
April fool,A-pril fool,"eɪ.pɹəl.fuːl,3.0
bloodstain,blood-stain,blʌd.steɪn,2.0
clientele,cli-en-tele,"kliː.ən.tɛl,3.0
advert,ad-vert,æd.vɚt,2.0
bluntly,blunt-ly,blʌnt.lɪ,2.0
circulate,cir-cu-late,sɚ.kjʊ.leɪt,3.0
bunkhouse,bunk-house,bʌŋk.haʊs,2.0
alack,a-lack,ə.læk,2.0
bewilderment,be-wil-der-ment,bɪ.wɪl.də.mənt,4.0
blue gum,blue gum,bluː.gʌm,2.0
authenticate,au-then-ti-cate,ɔɚ.θɛn.tɪ.keɪt,4.0
committal,com-mit-tal,kə.mɪ.təl,3.0
bonsai,bon-sai,bɑn.saɪ,2.0
airport,air-port,ɛɚ.pɔɚt,2.0
combust,com-bust,kəm.bʌst,2.0
beneath,be-neath,bɪ.niːθ,2.0
Agnus Dei,Ag-nus De-i,"æg.nəs.deɪ.iː,4.0
campground,camp-ground,kæmp.gɹaʊnd,2.0
alertly,a-lert-ly,ə.lɚt.lɪ,3.0
carrycot,car-ry-cot,kæ.ɹɪ.kɑt,3.0
circa,cir-ca,sɚ.kə,2.0
blockade,block-ade,blɑ.keɪd,2.0
algebraical,al-ge-bra-i-cal,"æl.dʒɪ.bɹeɪ.ɪ.kəl,5.0
chorus,cho-rus,kɔɚ.ɹəs,2.0
beautifully,beau-ti-ful-ly,bjuː.tə.flɪ,3.0
audition,au-di-tion,ɔɚ.dɪ.ʃən,3.0
come through,come through,kʌm.θɹuː,2.0
bolster up,bol-ster up,"boʊl.stə.ɹʌp,3.0
breathlessly,breath-less-ly,bɹɛθ.lɪs.lɪ,3.0
appellation,ap-pel-la-tion,"æ.pə.leɪ.ʃən,4.0
adder,ad-der,æ.dəR,2.0
bear with,bear with,bɛɚ.wɪð,2.0
below,be-low,bɪ.loʊ,2.0
cabstand,cab-stand,kæb.stænd,2.0
aggravation,ag-gra-va-tion,"æ.gɹə.veɪ.ʃən,4.0
betray,be-tray,bɪ.tɹeɪ,2.0
assonance,as-so-nance,æ.soʊ.nəns,3.0
amorphously,a-mor-phous-ly,ə.mɔɚ.fəs.lɪ,4.0
clergyman,cler-gy-man,klɚ.dʒɪ.mən,3.0
anther,an-ther,æn.θəR,2.0
beguilement,be-guile-ment,bɪ.gaɪl.mənt,3.0
attentive,at-ten-tive,ə.tɛn.tɪv,3.0
alleviation,al-le-vi-a-tion,ə."liː.vɪ.eɪ.ʃən,5.0
brashness,brash-ness,bɹæʃ.nɪs,2.0
coerciveness,co-er-cive-ness,koʊ.ɚ.sɪv.nɪs,4.0
adverse,ad-verse,æd.vɚs,2.0
ambitious,am-bi-tious,æm.bɪ.ʃəs,3.0
bobtail,bob-tail,bɑb.teɪl,2.0
alpine,al-pine,æl.paɪn,2.0
commodore,com-mo-dore,kɑ.mə.dɔɚR,3.0
burnouse,bur-nouse,bɚ.nuːs,2.0
askew,a-skew,ə.skjuː,2.0
bring into,bring in-to,bɹɪŋ."ɪn.tuː,3.0
aviation,a-vi-a-tion,"eɪ.vɪ.eɪ.ʃən,4.0
common ground,com-mon ground,"kɑ.mən.gɹaʊnd,3.0
behold,be-hold,bɪ.hoʊld,2.0
catch on,catch on,"kætʃ.ɑn,2.0
carryout,car-ry-out,kæ.ɹɪ.aʊt,3.0
beget,be-get,bɪ.gɛt,2.0
coffee break,cof-fee break,kɑ.fɪ.bɹeɪk,3.0
burton,bur-ton,bɚ.tən,2.0
audio-lingual,au-di-o--lin-gual,"ɔɚ.dɪ.oʊ.lɪŋ.gwəl,5.0
bolero,bo-le-ro,bɑ.lə.ɹoʊ,3.0
calculably,cal-cu-la-bly,kæl.kjʊ.lə.blɪ,4.0
bottle up,bot-tle up,"bɑ.təl.ʌp,3.0
beach buggy,beach bug-gy,biːtʃ."bʌ.gɪ,3.0
assertive,as-ser-tive,ə.sɚ.tɪv,3.0
antepenultimate,an-te-pe-nul-ti-mate,"æn.tɪ.pɪ.nʌl.tɪ.mət,6.0
all out,all out,"ɔɚl.aʊt,2.0
bivouac,biv-ou-ac,bɪ.vʊ.æk,3.0
abeam,a-beam,ə.biːm,2.0
bid fair,bid fair,"bɪd.fɛɚR,2.0
carriage,car-riage,kæ.ɹɪdʒ,2.0
burst into,burst in-to,bɚst."ɪn.tuː,3.0
clove hitch,clove hitch,kloʊv.hɪtʃ,2.0
anticlimax,an-ti-cli-max,"æn.tɪ.klaɪ.mæks,4.0
cactus,cac-tus,kæk.təs,2.0
bronchitis,bron-chi-tis,bɹɑŋ.kaɪ.tɪs,3.0
champion,cham-pi-on,tʃæm.pjən,2.0
chambers,cham-bers,tʃeɪm.bəz,2.0
appurtenance,ap-pur-te-nance,ə.pɚ.tɪ.nəns,4.0
come at,come at,kʌm.æt,2.0
all fours,all fours,"ɔɚl.fɔɚz,2.0
cant over,cant o-ver,"kænt.oʊ.vəR,3.0
brains trust,brains trust,bɹeɪnz.tɹʌst,2.0
beau monde,beau monde,"boʊ.mɔɚnd,2.0
brusqueness,brusque-ness,bɹuːsk.nɪs,2.0
burthen,bur-then,bɚ.ðən,2.0
cloudless,cloud-less,klaʊd.lɪs,2.0
butter up,but-ter up,"bʌ.tə.ɹʌp,3.0
admit of,ad-mit of,əd.mɪt.ɑv,3.0
balloon,bal-loon,bə.luːn,2.0
bridle,bri-dle,bɹaɪ.dəl,2.0
adjourn,ad-journ,ə.dʒɚn,2.0
census,cen-sus,sɛn.səs,2.0
abridgment,a-bridg-ment,ə.bɹɪdʒ.mənt,3.0
basalt,ba-salt,bæ.sɔɚlt,2.0
alfresco,al-fres-co,æl.fɹɛs.koʊ,3.0
codling,cod-ling,kɑd.lɪŋ,2.0
Bantu,Ban-tu,"bæn.tuː,2.0
bronco,bron-co,bɹɑŋ.koʊ,2.0
canton,can-ton,kæn.tɑn,2.0
bristly,bris-tly,bɹɪs.lɪ,2.0
cash desk,cash desk,kæʃ.dɛsk,2.0
Church of Scotland,Church of Scot-land,"tʃɚtʃ.ɑv.skɑt.lənd,4.0
airgun,air-gun,ɛɚ.gʌn,2.0
benignant,be-nig-nant,bɪ.nɪg.nənt,3.0
akin,a-kin,ə.kɪn,2.0
burette,bu-rette,bjʊɚ.ɹɛt,2.0
bungaloid,bun-ga-loid,bʌŋ.gə.lɔɪd,3.0
cockleshell,cock-le-shell,kɑ.kəl.ʃɛl,3.0
bear on,bear on,bɛɚ.ɹɑn,2.0
befoul,be-foul,bɪ.faʊl,2.0
aesthete,aes-thete,iːs.θiːt,2.0
coeternal,co-e-ter-nal,"koʊ.ɪ.tɚ.nəl,4.0
certify,cer-ti-fy,sɚ.tɪ.faɪ,3.0
collar,col-lar,kɑ.ləR,2.0
calcine,cal-cine,kæl.saɪn,2.0
billiard,bil-liard,bɪ.ljəd,2.0
closedown,close-down,kloʊz.daʊn,2.0
canon,can-on,kæ.nən,2.0
bonbon,bon-bon,bɑn.bɑn,2.0
aboard,a-board,ə.bɔɚd,2.0
burglar,bur-glar,bɚ.gləR,2.0
blueprint,blue-print,bluː.pɹɪnt,2.0
C-in-C,C--in--C,"siː.ɪn.siː,3.0
cinquefoil,cinque-foil,sɪŋk.fɔɪl,2.0
caution,cau-tion,kɔɚ.ʃən,2.0
antique,an-tique,æn.tiːk,2.0
airsickness,air-sick-ness,ɛɚ."sɪk.nɪs,3.0
chammy,cham-my,ʃæ.mɪ,2.0
caption,cap-tion,kæp.ʃən,2.0
blameworthy,blame-wor-thy,bleɪm."wɚ.ðɪ,3.0
cockfight,cock-fight,kɑk.faɪt,2.0
advowson,ad-vow-son,əd.vaʊ.zən,3.0
commonness,com-mon-ness,kɑ.mə.nɪs,3.0
cohesive,co-he-sive,koʊ.hiː.sɪv,3.0
allegiance,al-le-giance,ə.liː.dʒəns,3.0
bottle-feed,bot-tle--feed,bɑ.təl.fiːd,3.0
begetter,be-get-ter,bɪ.gɛ.təR,3.0
amalgamation,a-mal-ga-ma-tion,ə."mæl.gə.meɪ.ʃən,5.0
Chippendale,Chip-pen-dale,tʃɪ.pən.deɪl,3.0
blackbird,black-bird,blæk.bɚd,2.0
all in,all in,"ɔɚl.ɪn,2.0
billy-goat,bil-ly--goat,bɪ.lɪ.goʊt,3.0
busby,bus-by,bʌz.bɪ,2.0
alongside,a-long-side,ə.lɑŋ.saɪd,3.0
china,chi-na,tʃaɪ.nə,2.0
absentee,ab-sen-tee,"æb.sən.tiː,3.0
commitment,com-mit-ment,kə.mɪt.mənt,3.0
astir,a-stir,ə.stɚR,2.0
bundle,bun-dle,bʌn.dəl,2.0
Afro,Af-ro,æ.fɹoʊ,2.0
bingo,bin-go,bɪŋ.goʊ,2.0
beleaguer,be-lea-guer,bɪ.liː.gəR,3.0
avail,a-vail,ə.veɪl,2.0
bilge-water,bilge--wa-ter,bɪldʒ."wɔɚ.təR,3.0
break off,break off,"bɹeɪk.ɑf,2.0
burn away,burn a-way,"bɚn.ə.weɪ,3.0
capriciousness,ca-pri-cious-ness,kə.pɹɪ.ʃəs.nɪs,4.0
analytic,an-a-lyt-ic,"æ.nə.lɪ.tɪk,4.0
brazen,bra-zen,bɹeɪ.zən,2.0
bone-lazy,bone--la-zy,"boʊn.leɪ.zɪ,3.0
ambassador,am-bas-sa-dor,æm.bæ.sə.dəR,4.0
coauthor,co-au-thor,"koʊ.ɔɚ.θəR,3.0
adroit,a-droit,ə.dɹɔɪt,2.0
brickwork,brick-work,bɹɪk.wɚk,2.0
assuage,as-suage,ə.sweɪdʒ,2.0
airbase,air-base,ɛɚ.beɪs,2.0
classical,clas-si-cal,klæ.sɪ.kəl,3.0
bag and baggage,bag and bag-gage,"bæg.ænd.bæ.gɪdʒ,4.0
aimlessness,aim-less-ness,eɪm.lɪs.nɪs,3.0
collywobbles,col-ly-wob-bles,kɑ.lɪ."wɑ.bəlz,4.0
abhorrent,ab-hor-rent,əb.hɑ.ɹənt,3.0
avowed,a-vowed,ə.vaʊd,2.0
chimneystack,chim-ney-stack,tʃɪm.nɪ.stæk,3.0
campaign,cam-paign,kæm.peɪn,2.0
accrete,ac-crete,ə.kɹiːt,2.0
coat of mail,coat of mail,"koʊt.ɑv.meɪl,3.0
allocation,al-lo-ca-tion,"æ.loʊ.keɪ.ʃən,4.0
bone-dry,bone--dry,"boʊn.dɹaɪ,2.0
bobsled,bob-sled,bɑb.slɛd,2.0
annoy,an-noy,ə.nɔɪ,2.0
abracadabra,ab-ra-ca-dab-ra,"æ.bɹə.kə.dæ.bɹə,5.0
birdlime,bird-lime,bɚd.laɪm,2.0
buy over,buy o-ver,"baɪ.oʊ.vəR,3.0
blender,blend-er,blɛn.dəR,2.0
checkrein,check-rein,tʃɛk.ɹeɪn,2.0
bowline,bow-line,boʊ.lɪn,2.0
come under,come un-der,kʌm."ʌn.dəR,3.0
college,col-lege,kɑ.lɪdʒ,2.0
bring out,bring out,"bɹɪŋ.aʊt,2.0
bascule,bas-cule,bæ.skjuːl,2.0
clansman,clans-man,klænz.mən,2.0
clean-cut,clean--cut,"kliːn.kʌt,2.0
communal,com-mu-nal,kɑ.mjʊ.nəl,3.0
bellboy,bell-boy,bɛl.bɔɪ,2.0
alleluia,al-le-lu-ia,"æ.lɪ.luː.jə,4.0
briar,bri-ar,bɹaɪ.əR,2.0
air commodore,air com-mo-dore,"ɛɚ.kɑ.mə.dɔɚR,4.0
cablegram,ca-ble-gram,keɪ.bəl.gɹæm,3.0
buckram,buck-ram,bʌk.ɹəm,2.0
chloric,chlo-ric,klɔɚ.ɹɪk,2.0
benignly,be-nign-ly,bɪ.naɪn.lɪ,3.0
closed circuit,closed cir-cuit,"kloʊzd.sɚ.kɪt,3.0
advice,ad-vice,əd.vaɪs,2.0
chain-smoker,chain--smok-er,tʃeɪn."smoʊ.kəR,3.0
blameless,blame-less,bleɪm.lɪs,2.0
blatant,bla-tant,bleɪ.tənt,2.0
atlas,at-las,æt.ləs,2.0
andante,an-dan-te,æn.dæn.tɪ,3.0
canyon,can-yon,kæ.njən,2.0
as long as,as long as,æz.lɑŋ.æz,3.0
built-in,built--in,bɪlt.ɪn,2.0
blackmailer,black-mail-er,blæk.meɪ.ləR,3.0
alchemist,al-che-mist,æl.kə.mɪst,3.0
bacillus,ba-cil-lus,bə.sɪ.ləs,3.0
circumspection,cir-cum-spec-tion,"sɚ.kəm.spɛk.ʃən,4.0
about,a-bout,ə.baʊt,2.0
chanterelle,chan-te-relle,"tʃæn.tə.ɹɛl,3.0
Bowdler,Bowd-ler,baʊd.ləR,2.0
airspeed,air-speed,ɛɚ.spiːd,2.0
bow out,bow out,"baʊ.aʊt,2.0
buy out,buy out,"baɪ.aʊt,2.0
colloquially,col-lo-qui-al-ly,kə.loʊ.kwɪɚ.lɪ,4.0
antiknock,an-ti-knock,"æn.tɪ.nɑk,3.0
appropriate,ap-pro-pri-ate,ə.pɹoʊ.pɹɪɚt,3.0
address,ad-dress,ə.dɹɛs,2.0
ablaut,ab-laut,æb.laʊt,2.0
aflame,a-flame,ə.fleɪm,2.0
appointment,ap-point-ment,ə.pɔɪnt.mənt,3.0
breast-fed,breast--fed,bɹɛst.fɛd,2.0
camp-follower,camp--fol-low-er,kæmp."fɑ.loʊ.əR,4.0
caress,ca-ress,kə.ɹɛs,2.0
angelus,an-ge-lus,æn.dʒə.ləs,3.0
agglutination,ag-glu-ti-na-tion,ə."gluː.tɪ.neɪ.ʃən,5.0
classic,clas-sic,klæ.sɪk,2.0
blood-heat,blood--heat,blʌd.hiːt,2.0
coarse fish,coarse fish,kɔɚs.fɪʃ,2.0
come round,come round,"kʌm.ɹaʊnd,2.0
agglutinate,ag-glu-ti-nate,ə.gluː.tɪ.neɪt,4.0
acumen,a-cu-men,æ.kjʊ.mən,3.0
beautify,beau-ti-fy,bjuː.tɪ.faɪ,3.0
circulatory system,cir-cu-la-to-ry sys-tem,sɚ.kjʊ.lə.tə.ɹɪ."sɪ.stəm,7.0
chloroform,chlo-ro-form,klɑ.ɹə.fɔɚm,3.0
commendation,com-men-da-tion,"kɑ.mɛn.deɪ.ʃən,4.0
brownstone,brown-stone,bɹaʊn.stoʊn,2.0
auscultation,aus-cul-ta-tion,"ɔɚs.kəl.teɪ.ʃən,4.0
age of consent,age of con-sent,"eɪdʒ.ɑv.kən.sɛnt,4.0
casserole,cas-se-role,kæ.sə.ɹoʊl,3.0
baldness,bald-ness,bɔɚld.nɪs,2.0
abstention,ab-sten-tion,əb.stɛn.ʃən,3.0
anchorite,an-cho-rite,æŋ.kə.ɹaɪt,3.0
athwart,a-thwart,ə.θwɔɚt,2.0
codeine,co-deine,koʊ.diːn,2.0
blow in,blow in,"bloʊ.ɪn,2.0
banter,ban-ter,bæn.təR,2.0
appliance,ap-pli-ance,ə.plaɪ.əns,3.0
Christmastime,Christ-mas-time,kɹɪs.məs.taɪm,3.0
checklist,check-list,tʃɛk."lɪst,2.0
bullring,bull-ring,bʊl.ɹɪŋ,2.0
beyond,be-yond,bɪ.jɑnd,2.0
as if,as if,æz.ɪf,2.0
billet,bil-let,bɪ.lɪt,2.0
beat in,beat in,"biːt.ɪn,2.0
billy-o,bil-ly--o,bɪ.lɪ.oʊ,3.0
Bangladesh,Ban-gla-desh,"bæŋ.glə.dɛʃ,3.0
behind,be-hind,bɪ.haɪnd,2.0
broadly,broad-ly,bɹɔɚd.lɪ,2.0
bad debt,bad debt,"bæd.dɛt,2.0
bobsleigh,bob-sleigh,bɑb.sleɪ,2.0
bounty,boun-ty,baʊn.tɪ,2.0
backwardly,back-ward-ly,bæ.kwəd.lɪ,3.0
bridgehead,bridge-head,bɹɪdʒ.hɛd,2.0
amidships,a-mid-ships,ə.mɪd.ʃɪps,3.0
bird dog,bird dog,bɚd.dɑg,2.0
centre,cen-tre,sɛn.təR,2.0
bellflower,bell-flow-er,bɛl."flaʊ.əR,3.0
annotate,an-no-tate,æ.noʊ.teɪt,3.0
beadle,bea-dle,biː.dəl,2.0
bang up,bang up,"bæŋ.ʌp,2.0
cadger,cadg-er,kæ.dʒəR,2.0
backspace,back-space,bæk.speɪs,2.0
clobber,clob-ber,klɑ.bəR,2.0
agnail,ag-nail,æg.neɪl,2.0
absolute,ab-so-lute,æb.sə.luːt,3.0
ambulant,am-bu-lant,æm.bjʊ.lənt,3.0
carry-on,car-ry--on,"kæ.ɹɪ.ɑn,3.0
bemused,be-mused,bɪ.mjuːzd,2.0
